Language,Threads,Optimisation,Bit Width,Time,Run,Unroll
C, 0, -O1, float, 5.702948, 64, False
C, 0, -O1, float, 5.406951, 65, False
C, 0, -O1, float, 5.787948, 66, False
C, 0, -O1, float, 5.631950, 67, False
C, 0, -O1, float, 5.360952, 68, False
C, 0, -O1, float, 6.278943, 69, False
C, 0, -O1, float, 5.590950, 70, False
C, 0, -O1, float, 5.485951, 71, False
C, 0, -O1, float, 5.402951, 72, False
C, 0, -O1, float, 5.727948, 73, False
C, 0, -O1, float, 5.383951, 74, False
C, 0, -O1, float, 5.413952, 75, False
C, 0, -O1, float, 5.707949, 76, False
C, 0, -O1, float, 5.357952, 77, False
C, 0, -O1, float, 6.007946, 78, False
C, 0, -O1, float, 5.657949, 79, False
C, 0, -O1, float, 5.474951, 80, False
C, 0, -O1, float, 5.460951, 81, False
C, 0, -O1, float, 5.465951, 82, False
C, 0, -O1, float, 5.874947, 83, False
C, 0, -O1, float, 5.533950, 84, False
C, 0, -O1, float, 5.515950, 85, False
C, 0, -O1, float, 5.644949, 86, False
C, 0, -O1, float, 5.408951, 87, False
C, 0, -O1, float, 5.620949, 88, False
C, 0, -O1, float, 5.654950, 89, False
C, 0, -O1, float, 5.461951, 90, False
C, 0, -O1, float, 5.547950, 91, False
C, 0, -O1, float, 5.492950, 92, False
C, 0, -O1, float, 5.574950, 93, False
C, 0, -O1, float, 5.537950, 94, False
C, 0, -O1, float, 5.502950, 95, False
C, 0, -O1, float, 5.580950, 96, False
C, 0, -O1, float, 6.118945, 97, False
C, 0, -O1, float, 5.526950, 98, False
C, 0, -O1, float, 16.73585, 99, False
C, 0, -O1, float, 5.406951, 100, False
C, 0, -O1, float, 6.549942, 101, False
C, 2, -O1, float, 7.73993, 1, False
C, 2, -O1, float, 9.39292, 2, False
C, 2, -O1, float, 7.00494, 3, False
C, 2, -O1, float, 7.09894, 4, False
C, 2, -O1, float, 7.71593, 5, False
C, 2, -O1, float, 6.99294, 6, False
C, 2, -O1, float, 7.38594, 7, False
C, 2, -O1, float, 7.16994, 8, False
C, 2, -O1, float, 7.15694, 9, False
C, 2, -O1, float, 7.84793, 10, False
C, 2, -O1, float, 7.04694, 11, False
C, 2, -O1, float, 7.29294, 12, False
C, 2, -O1, float, 7.54493, 13, False
C, 2, -O1, float, 7.23294, 14, False
C, 2, -O1, float, 7.27594, 15, False
C, 2, -O1, float, 7.09394, 16, False
C, 2, -O1, float, 7.03394, 17, False
C, 2, -O1, float, 7.37093, 18, False
C, 2, -O1, float, 8.25893, 19, False
C, 2, -O1, float, 7.01294, 20, False
C, 2, -O1, float, 7.11094, 21, False
C, 2, -O1, float, 7.18794, 22, False
C, 2, -O1, float, 7.00594, 23, False
C, 2, -O1, float, 7.20794, 24, False
C, 2, -O1, float, 7.12894, 25, False
C, 2, -O1, float, 7.25694, 26, False
C, 2, -O1, float, 6.99294, 27, False
C, 2, -O1, float, 7.29894, 28, False
C, 2, -O1, float, 9.75491, 29, False
C, 2, -O1, float, 7.11494, 30, False
C, 2, -O1, float, 7.21894, 31, False
C, 2, -O1, float, 7.20294, 32, False
C, 2, -O1, float, 7.18394, 33, False
C, 2, -O1, float, 8.74092, 34, False
C, 2, -O1, float, 6.98094, 35, False
C, 2, -O1, float, 7.19294, 36, False
C, 2, -O1, float, 7.42794, 37, False
C, 2, -O1, float, 7.10794, 38, False
C, 2, -O1, float, 7.01194, 39, False
C, 2, -O1, float, 7.34794, 40, False
C, 2, -O1, float, 7.20594, 41, False
C, 2, -O1, float, 8.27493, 42, False
C, 2, -O1, float, 7.80793, 43, False
C, 2, -O1, float, 7.81193, 44, False
C, 2, -O1, float, 7.37494, 45, False
C, 2, -O1, float, 7.01694, 46, False
C, 2, -O1, float, 7.39894, 47, False
C, 2, -O1, float, 7.31294, 48, False
C, 2, -O1, float, 7.31494, 49, False
C, 2, -O1, float, 7.47793, 50, False
C, 2, -O1, float, 8.47893, 51, False
C, 2, -O1, float, 7.28694, 52, False
C, 2, -O1, float, 7.81593, 53, False
C, 2, -O1, float, 6.81194, 54, False
C, 2, -O1, float, 7.19994, 55, False
C, 2, -O1, float, 7.25294, 56, False
C, 2, -O1, float, 6.84894, 57, False
C, 2, -O1, float, 7.19294, 58, False
C, 2, -O1, float, 8.64193, 59, False
C, 2, -O1, float, 7.09694, 60, False
C, 2, -O1, float, 7.46393, 61, False
C, 2, -O1, float, 7.08494, 62, False
C, 2, -O1, float, 6.97894, 63, False
C, 2, -O1, float, 7.20194, 64, False
C, 2, -O1, float, 7.16094, 65, False
C, 2, -O1, float, 8.12893, 66, False
C, 2, -O1, float, 7.10794, 67, False
C, 2, -O1, float, 8.37693, 68, False
C, 2, -O1, float, 7.09894, 69, False
C, 2, -O1, float, 8.62892, 70, False
C, 2, -O1, float, 7.40793, 71, False
C, 2, -O1, float, 7.30394, 72, False
C, 2, -O1, float, 7.35794, 73, False
C, 2, -O1, float, 7.42893, 74, False
C, 2, -O1, float, 8.21293, 75, False
C, 2, -O1, float, 7.12194, 76, False
C, 2, -O1, float, 7.34894, 77, False
C, 2, -O1, float, 7.05894, 78, False
C, 2, -O1, float, 7.11794, 79, False
C, 2, -O1, float, 7.06694, 80, False
C, 2, -O1, float, 7.00294, 81, False
C, 2, -O1, float, 7.00094, 82, False
C, 2, -O1, float, 7.77893, 83, False
C, 2, -O1, float, 7.01294, 84, False
C, 2, -O1, float, 6.97294, 85, False
C, 2, -O1, float, 7.09294, 86, False
C, 2, -O1, float, 6.96694, 87, False
C, 2, -O1, float, 7.07494, 88, False
C, 2, -O1, float, 7.02794, 89, False
C, 2, -O1, float, 7.16794, 90, False
C, 2, -O1, float, 8.12193, 91, False
C, 2, -O1, float, 6.98094, 92, False
C, 2, -O1, float, 7.43193, 93, False
C, 2, -O1, float, 6.88394, 94, False
C, 2, -O1, float, 6.93794, 95, False
C, 2, -O1, float, 7.09394, 96, False
C, 2, -O1, float, 6.95294, 97, False
C, 2, -O1, float, 9.13892, 98, False
C, 2, -O1, float, 7.07394, 99, False
C, 2, -O1, float, 6.90294, 100, False
C, 2, -O1, float, 6.98894, 101, False
C, 4, -O1, float, 8.16093, 1, False
C, 4, -O1, float, 7.63494, 2, False
C, 4, -O1, float, 8.00693, 3, False
C, 4, -O1, float, 7.70693, 4, False
C, 4, -O1, float, 7.96093, 5, False
C, 4, -O1, float, 7.87393, 6, False
C, 4, -O1, float, 7.74593, 7, False
C, 4, -O1, float, 8.93092, 8, False
C, 4, -O1, float, 7.57294, 9, False
C, 4, -O1, float, 7.73993, 10, False
C, 4, -O1, float, 7.55894, 11, False
C, 4, -O1, float, 7.46194, 12, False
C, 4, -O1, float, 7.75893, 13, False
C, 4, -O1, float, 7.61894, 14, False
C, 4, -O1, float, 7.76093, 15, False
C, 4, -O1, float, 8.28993, 16, False
C, 4, -O1, float, 7.63494, 17, False
C, 4, -O1, float, 7.42294, 18, False
C, 4, -O1, float, 7.86293, 19, False
C, 4, -O1, float, 7.72893, 20, False
C, 4, -O1, float, 7.61094, 21, False
C, 4, -O1, float, 7.70593, 22, False
C, 4, -O1, float, 7.78293, 23, False
C, 4, -O1, float, 7.65294, 24, False
C, 4, -O1, float, 8.66293, 25, False
C, 4, -O1, float, 7.91193, 26, False
C, 4, -O1, float, 7.45594, 27, False
C, 4, -O1, float, 7.68893, 28, False
C, 4, -O1, float, 7.46594, 29, False
C, 4, -O1, float, 7.77693, 30, False
C, 4, -O1, float, 7.61493, 31, False
C, 4, -O1, float, 7.78593, 32, False
C, 4, -O1, float, 7.88593, 33, False
C, 4, -O1, float, 8.04193, 34, False
C, 4, -O1, float, 7.66993, 35, False
C, 4, -O1, float, 7.73593, 36, False
C, 4, -O1, float, 7.56894, 37, False
C, 4, -O1, float, 7.66693, 38, False
C, 4, -O1, float, 7.59694, 39, False
C, 4, -O1, float, 7.56794, 40, False
C, 4, -O1, float, 7.93993, 41, False
C, 4, -O1, float, 7.87293, 42, False
C, 4, -O1, float, 8.37393, 43, False
C, 4, -O1, float, 7.71893, 44, False
C, 4, -O1, float, 7.58593, 45, False
C, 4, -O1, float, 7.53594, 46, False
C, 4, -O1, float, 8.09293, 47, False
C, 4, -O1, float, 7.63194, 48, False
C, 4, -O1, float, 7.70594, 49, False
C, 4, -O1, float, 7.69893, 50, False
C, 4, -O1, float, 7.86493, 51, False
C, 4, -O1, float, 8.09393, 52, False
C, 4, -O1, float, 7.68493, 53, False
C, 4, -O1, float, 7.40494, 54, False
C, 4, -O1, float, 7.65793, 55, False
C, 4, -O1, float, 7.47594, 56, False
C, 4, -O1, float, 7.77194, 57, False
C, 4, -O1, float, 7.72393, 58, False
C, 4, -O1, float, 7.78393, 59, False
C, 4, -O1, float, 8.26793, 60, False
C, 4, -O1, float, 7.92593, 61, False
C, 4, -O1, float, 7.73294, 62, False
C, 4, -O1, float, 7.88293, 63, False
C, 4, -O1, float, 7.59593, 64, False
C, 4, -O1, float, 7.65693, 65, False
C, 4, -O1, float, 7.56894, 66, False
C, 4, -O1, float, 7.63394, 67, False
C, 4, -O1, float, 7.62993, 68, False
C, 4, -O1, float, 7.93293, 69, False
C, 4, -O1, float, 8.58193, 70, False
C, 4, -O1, float, 7.56093, 71, False
C, 4, -O1, float, 7.59094, 72, False
C, 4, -O1, float, 7.69894, 73, False
C, 4, -O1, float, 7.58394, 74, False
C, 4, -O1, float, 7.59594, 75, False
C, 4, -O1, float, 8.15593, 76, False
C, 4, -O1, float, 7.46994, 77, False
C, 4, -O1, float, 7.91793, 78, False
C, 4, -O1, float, 8.74693, 79, False
C, 4, -O1, float, 7.62693, 80, False
C, 4, -O1, float, 7.68594, 81, False
C, 4, -O1, float, 7.43094, 82, False
C, 4, -O1, float, 7.67294, 83, False
C, 4, -O1, float, 7.50194, 84, False
C, 4, -O1, float, 7.66294, 85, False
C, 4, -O1, float, 10.4169, 86, False
C, 4, -O1, float, 7.88293, 87, False
C, 4, -O1, float, 8.09193, 88, False
C, 4, -O1, float, 7.59294, 89, False
C, 4, -O1, float, 7.45494, 90, False
C, 4, -O1, float, 7.40494, 91, False
C, 4, -O1, float, 7.94193, 92, False
C, 4, -O1, float, 7.86193, 93, False
C, 4, -O1, float, 7.62694, 94, False
C, 4, -O1, float, 7.86493, 95, False
C, 4, -O1, float, 9.37692, 96, False
C, 4, -O1, float, 7.71794, 97, False
C, 4, -O1, float, 7.74393, 98, False
C, 4, -O1, float, 7.86893, 99, False
C, 4, -O1, float, 7.52994, 100, False
C, 4, -O1, float, 7.75094, 101, False
C, 8, -O1, float, 11.0679, 1, False
C, 8, -O1, float, 8.97392, 2, False
C, 8, -O1, float, 8.78593, 3, False
C, 8, -O1, float, 8.67793, 4, False
C, 8, -O1, float, 9.21792, 5, False
C, 8, -O1, float, 9.11892, 6, False
C, 8, -O1, float, 8.89793, 7, False
C, 8, -O1, float, 8.82893, 8, False
C, 8, -O1, float, 8.82393, 9, False
C, 8, -O1, float, 8.87693, 10, False
C, 8, -O1, float, 8.85193, 11, False
C, 8, -O1, float, 8.65093, 12, False
C, 8, -O1, float, 9.28492, 13, False
C, 8, -O1, float, 8.94493, 14, False
C, 8, -O1, float, 9.36792, 15, False
C, 8, -O1, float, 8.77593, 16, False
C, 8, -O1, float, 8.55493, 17, False
C, 8, -O1, float, 9.54392, 18, False
C, 8, -O1, float, 8.97893, 19, False
C, 8, -O1, float, 9.26192, 20, False
C, 8, -O1, float, 8.90893, 21, False
C, 8, -O1, float, 8.81993, 22, False
C, 8, -O1, float, 8.74593, 23, False
C, 8, -O1, float, 9.10393, 24, False
C, 8, -O1, float, 9.97392, 25, False
C, 8, -O1, float, 8.90993, 26, False
C, 8, -O1, float, 8.99493, 27, False
C, 8, -O1, float, 8.72693, 28, False
C, 8, -O1, float, 9.28692, 29, False
C, 8, -O1, float, 9.25292, 30, False
C, 8, -O1, float, 9.30892, 31, False
C, 8, -O1, float, 8.87293, 32, False
C, 8, -O1, float, 8.78893, 33, False
C, 8, -O1, float, 8.82693, 34, False
C, 8, -O1, float, 9.45692, 35, False
C, 8, -O1, float, 9.13993, 36, False
C, 8, -O1, float, 9.99892, 37, False
C, 8, -O1, float, 8.87793, 38, False
C, 8, -O1, float, 9.13392, 39, False
C, 8, -O1, float, 9.51992, 40, False
C, 8, -O1, float, 9.17292, 41, False
C, 8, -O1, float, 9.32592, 42, False
C, 8, -O1, float, 9.19292, 43, False
C, 8, -O1, float, 9.13192, 44, False
C, 8, -O1, float, 9.06393, 45, False
C, 8, -O1, float, 9.43492, 46, False
C, 8, -O1, float, 10.4559, 47, False
C, 8, -O1, float, 9.03293, 48, False
C, 8, -O1, float, 9.40392, 49, False
C, 8, -O1, float, 9.50092, 50, False
C, 8, -O1, float, 9.25092, 51, False
C, 8, -O1, float, 8.96693, 52, False
C, 8, -O1, float, 9.69492, 53, False
C, 8, -O1, float, 8.94993, 54, False
C, 8, -O1, float, 9.12492, 55, False
C, 8, -O1, float, 9.09393, 56, False
C, 8, -O1, float, 9.19492, 57, False
C, 8, -O1, float, 9.50792, 58, False
C, 8, -O1, float, 10.0399, 59, False
C, 8, -O1, float, 9.96492, 60, False
C, 8, -O1, float, 9.36492, 61, False
C, 8, -O1, float, 8.87493, 62, False
C, 8, -O1, float, 9.18492, 63, False
C, 8, -O1, float, 8.98492, 64, False
C, 8, -O1, float, 9.33792, 65, False
C, 8, -O1, float, 8.97093, 66, False
C, 8, -O1, float, 9.85092, 67, False
C, 8, -O1, float, 9.10593, 68, False
C, 8, -O1, float, 8.98893, 69, False
C, 8, -O1, float, 9.56792, 70, False
C, 8, -O1, float, 11.1129, 71, False
C, 8, -O1, float, 9.52592, 72, False
C, 8, -O1, float, 9.05892, 73, False
C, 8, -O1, float, 9.00492, 74, False
C, 8, -O1, float, 9.11092, 75, False
C, 8, -O1, float, 8.89893, 76, False
C, 8, -O1, float, 9.03392, 77, False
C, 8, -O1, float, 9.11493, 78, False
C, 8, -O1, float, 9.52092, 79, False
C, 8, -O1, float, 9.69492, 80, False
C, 8, -O1, float, 9.20992, 81, False
C, 8, -O1, float, 10.9189, 82, False
C, 8, -O1, float, 10.4969, 83, False
C, 8, -O1, float, 9.22292, 84, False
C, 8, -O1, float, 9.01893, 85, False
C, 8, -O1, float, 9.15592, 86, False
C, 8, -O1, float, 9.12092, 87, False
C, 8, -O1, float, 9.08993, 88, False
C, 8, -O1, float, 9.20693, 89, False
C, 8, -O1, float, 9.30392, 90, False
C, 8, -O1, float, 9.20192, 91, False
C, 8, -O1, float, 9.28492, 92, False
C, 8, -O1, float, 9.77892, 93, False
C, 8, -O1, float, 9.53792, 94, False
C, 8, -O1, float, 11.0169, 95, False
C, 8, -O1, float, 9.19992, 96, False
C, 8, -O1, float, 9.71192, 97, False
C, 8, -O1, float, 9.02293, 98, False
C, 8, -O1, float, 9.17992, 99, False
C, 8, -O1, float, 9.57392, 100, False
C, 8, -O1, float, 9.21992, 101, False
C, 16, -O1, float, 18.3479, 1, False
C, 16, -O1, float, 2.11998, 2, False
C, 16, -O1, float, 2.34198, 3, False
C, 16, -O1, float, 5.28896, 4, False
C, 16, -O1, float, 13.6559, 5, False
C, 16, -O1, float, 14.2719, 6, False
C, 16, -O1, float, 11.1379, 7, False
C, 16, -O1, float, 4.42496, 8, False
C, 16, -O1, float, 11.8859, 9, False
C, 16, -O1, float, 12.9789, 10, False
C, 16, -O1, float, 14.8169, 11, False
C, 16, -O1, float, 15.9939, 12, False
C, 16, -O1, float, 12.2539, 13, False
C, 16, -O1, float, 15.9149, 14, False
C, 16, -O1, float, 14.4279, 15, False
C, 16, -O1, float, 14.0439, 16, False
C, 16, -O1, float, 12.0479, 17, False
C, 16, -O1, float, 14.7679, 18, False
C, 16, -O1, float, 13.4429, 19, False
C, 16, -O1, float, 11.8079, 20, False
C, 16, -O1, float, 11.5809, 21, False
C, 16, -O1, float, 13.8679, 22, False
C, 16, -O1, float, 14.0719, 23, False
C, 16, -O1, float, 13.8739, 24, False
C, 16, -O1, float, 12.2859, 25, False
C, 16, -O1, float, 13.4659, 26, False
C, 16, -O1, float, 11.6339, 27, False
C, 16, -O1, float, 5.40196, 28, False
C, 16, -O1, float, 2.06398, 29, False
C, 16, -O1, float, 11.8759, 30, False
C, 16, -O1, float, 13.7519, 31, False
C, 16, -O1, float, 11.7579, 32, False
C, 16, -O1, float, 7.65594, 33, False
C, 16, -O1, float, 11.6449, 34, False
C, 16, -O1, float, 6.89894, 35, False
C, 16, -O1, float, 11.9499, 36, False
C, 16, -O1, float, 6.70895, 37, False
C, 16, -O1, float, 5.50496, 38, False
C, 16, -O1, float, 11.4929, 39, False
C, 16, -O1, float, 13.7169, 40, False
C, 16, -O1, float, 12.4259, 41, False
C, 16, -O1, float, 14.8769, 42, False
C, 16, -O1, float, 14.0359, 43, False
C, 16, -O1, float, 13.9919, 44, False
C, 16, -O1, float, 20.4318, 45, False
C, 16, -O1, float, 14.9089, 46, False
C, 16, -O1, float, 12.9179, 47, False
C, 16, -O1, float, 13.8269, 48, False
C, 16, -O1, float, 11.8019, 49, False
C, 16, -O1, float, 14.4729, 50, False
C, 16, -O1, float, 5.06296, 51, False
C, 16, -O1, float, 14.8019, 52, False
C, 16, -O1, float, 14.7739, 53, False
C, 16, -O1, float, 11.8739, 54, False
C, 16, -O1, float, 14.8789, 55, False
C, 16, -O1, float, 15.5159, 56, False
C, 16, -O1, float, 3.00298, 57, False
C, 16, -O1, float, 5.95995, 58, False
C, 16, -O1, float, 16.5799, 59, False
C, 16, -O1, float, 14.2579, 60, False
C, 16, -O1, float, 13.9129, 61, False
C, 16, -O1, float, 12.0099, 62, False
C, 16, -O1, float, 13.3229, 63, False
C, 16, -O1, float, 21.3098, 64, False
C, 16, -O1, float, 11.8939, 65, False
C, 16, -O1, float, 11.6509, 66, False
C, 16, -O1, float, 11.6349, 67, False
C, 16, -O1, float, 11.5989, 68, False
C, 16, -O1, float, 11.7689, 69, False
C, 16, -O1, float, 12.3189, 70, False
C, 16, -O1, float, 12.7639, 71, False
C, 16, -O1, float, 4.81096, 72, False
C, 16, -O1, float, 11.5839, 73, False
C, 16, -O1, float, 11.7089, 74, False
C, 16, -O1, float, 5.89095, 75, False
C, 16, -O1, float, 6.97894, 76, False
C, 16, -O1, float, 14.8259, 77, False
C, 16, -O1, float, 1.18399, 78, False
C, 16, -O1, float, 11.8719, 79, False
C, 16, -O1, float, 11.6719, 80, False
C, 16, -O1, float, 14.8769, 81, False
C, 16, -O1, float, 3.69997, 82, False
C, 16, -O1, float, 1.84598, 83, False
C, 16, -O1, float, 11.4439, 84, False
C, 16, -O1, float, 11.5079, 85, False
C, 16, -O1, float, 14.9099, 86, False
C, 16, -O1, float, 2.69098, 87, False
C, 16, -O1, float, 12.7729, 88, False
C, 16, -O1, float, 11.9579, 89, False
C, 16, -O1, float, 12.0779, 90, False
C, 16, -O1, float, 11.9139, 91, False
C, 16, -O1, float, 2.16798, 92, False
C, 16, -O1, float, 11.7329, 93, False
C, 16, -O1, float, 14.1509, 94, False
C, 16, -O1, float, 3.55497, 95, False
C, 16, -O1, float, 10.1279, 96, False
C, 16, -O1, float, 12.3069, 97, False
C, 16, -O1, float, 11.9249, 98, False
C, 16, -O1, float, 7.68794, 99, False
C, 16, -O1, float, 10.6969, 100, False
C, 16, -O1, float, 11.8469, 101, False
C, 32, -O1, float, 13.4039, 1, False
C, 32, -O1, float, 17.8499, 2, False
C, 32, -O1, float, 7.94994, 3, False
C, 32, -O1, float, 4.08397, 4, False
C, 32, -O1, float, 4.85696, 5, False
C, 32, -O1, float, 8.84793, 6, False
C, 32, -O1, float, 10.0719, 7, False
C, 32, -O1, float, 5.97495, 8, False
C, 32, -O1, float, 5.38296, 9, False
C, 32, -O1, float, 17.7369, 10, False
C, 32, -O1, float, 13.7229, 11, False
C, 32, -O1, float, 8.67393, 12, False
C, 32, -O1, float, 18.6609, 13, False
C, 32, -O1, float, 16.9169, 14, False
C, 32, -O1, float, 17.6179, 15, False
C, 32, -O1, float, 5.65096, 16, False
C, 32, -O1, float, 11.1389, 17, False
C, 32, -O1, float, 18.3669, 18, False
C, 32, -O1, float, 13.5489, 19, False
C, 32, -O1, float, 6.04295, 20, False
C, 32, -O1, float, 18.1379, 21, False
C, 32, -O1, float, 16.5339, 22, False
C, 32, -O1, float, 6.23895, 23, False
C, 32, -O1, float, 9.61492, 24, False
C, 32, -O1, float, 6.63695, 25, False
C, 32, -O1, float, 6.81395, 26, False
C, 32, -O1, float, 3.75497, 27, False
C, 32, -O1, float, 2.21198, 28, False
C, 32, -O1, float, 2.32798, 29, False
C, 32, -O1, float, 9.23693, 30, False
C, 32, -O1, float, 16.8919, 31, False
C, 32, -O1, float, 7.46994, 32, False
C, 32, -O1, float, 7.57894, 33, False
C, 32, -O1, float, 2.75598, 34, False
C, 32, -O1, float, 17.4599, 35, False
C, 32, -O1, float, 11.3389, 36, False
