Language,Threads,Optimisation,Bit Width,Time,Run,Unroll
C, 16, -Og, float, 12.6529, 22, True
C, 16, -Og, float, 12.6599, 23, True
C, 16, -Og, float, 12.4239, 24, True
C, 16, -Og, float, 4.67895, 25, True
C, 16, -Og, float, 1.73598, 26, True
C, 16, -Og, float, 12.7299, 27, True
C, 16, -Og, float, 13.8158, 28, True
C, 16, -Og, float, 5.61193, 29, True
C, 16, -Og, float, 13.1498, 30, True
C, 16, -Og, float, 13.3048, 31, True
C, 16, -Og, float, 12.4649, 32, True
C, 16, -Og, float, 12.4749, 33, True
C, 16, -Og, float, 12.3749, 34, True
C, 16, -Og, float, 2.57697, 35, True
C, 16, -Og, float, 13.7988, 36, True
C, 16, -Og, float, 13.9798, 37, True
C, 16, -Og, float, 12.4019, 38, True
C, 16, -Og, float, 12.4579, 39, True
C, 16, -Og, float, 3.13096, 40, True
C, 16, -Og, float, 12.6309, 41, True
C, 16, -Og, float, 4.22295, 42, True
C, 16, -Og, float, 12.9448, 43, True
C, 16, -Og, float, 12.5869, 44, True
C, 16, -Og, float, 11.0729, 45, True
C, 16, -Og, float, 12.4559, 46, True
C, 16, -Og, float, 12.3309, 47, True
C, 16, -Og, float, 12.3929, 48, True
C, 16, -Og, float, 4.56995, 49, True
C, 16, -Og, float, 12.6259, 50, True
C, 16, -Og, float, 12.4369, 51, True
C, 16, -Og, float, 9.46089, 52, True
C, 16, -Og, float, 1.91098, 53, True
C, 16, -Og, float, 10.7339, 54, True
C, 16, -Og, float, 2.53297, 55, True
C, 16, -Og, float, 12.7349, 56, True
C, 16, -Og, float, 12.9288, 57, True
C, 16, -Og, float, 12.2779, 58, True
C, 16, -Og, float, 3.11496, 59, True
C, 16, -Og, float, 12.9259, 60, True
C, 16, -Og, float, 13.5708, 61, True
C, 16, -Og, float, 3.29896, 62, True
C, 16, -Og, float, 7.39491, 63, True
C, 16, -Og, float, 12.5459, 64, True
C, 16, -Og, float, 4.06995, 65, True
C, 16, -Og, float, 12.3439, 66, True
C, 16, -Og, float, 12.4099, 67, True
C, 16, -Og, float, 2.44897, 68, True
C, 16, -Og, float, 12.9069, 69, True
C, 16, -Og, float, 13.2338, 70, True
C, 16, -Og, float, 4.68895, 71, True
C, 16, -Og, float, 12.5129, 72, True
C, 16, -Og, float, 12.3749, 73, True
C, 16, -Og, float, 12.5049, 74, True
C, 16, -Og, float, 12.3419, 75, True
C, 16, -Og, float, 13.2198, 76, True
C, 16, -Og, float, 12.9158, 77, True
C, 16, -Og, float, 13.3668, 78, True
C, 16, -Og, float, 4.70295, 79, True
C, 16, -Og, float, 12.9218, 80, True
C, 16, -Og, float, 13.2128, 81, True
C, 16, -Og, float, 12.3719, 82, True
C, 16, -Og, float, 7.94291, 83, True
C, 16, -Og, float, 13.2108, 84, True
C, 16, -Og, float, 12.6429, 85, True
C, 16, -Og, float, 13.5098, 86, True
C, 16, -Og, float, 4.65095, 87, True
C, 16, -Og, float, 12.5879, 88, True
C, 16, -Og, float, 12.3749, 89, True
C, 16, -Og, float, 12.3529, 90, True
C, 16, -Og, float, 12.5219, 91, True
C, 16, -Og, float, 3.33896, 92, True
C, 16, -Og, float, 2.61097, 93, True
C, 16, -Og, float, 14.6098, 94, True
C, 16, -Og, float, 12.5059, 95, True
C, 16, -Og, float, 5.28694, 96, True
C, 16, -Og, float, 12.6829, 97, True
C, 16, -Og, float, 12.4539, 98, True
C, 16, -Og, float, 12.4909, 99, True
C, 16, -Og, float, 12.3519, 100, True
C, 16, -Og, float, 8.4029, 101, True
C, 32, -Og, float, 5.44594, 1, True
C, 32, -Og, float, 17.8698, 2, True
C, 32, -Og, float, 10.3389, 3, True
C, 32, -Og, float, 6.34093, 4, True
C, 32, -Og, float, 17.9928, 5, True
C, 32, -Og, float, 8.20291, 6, True
C, 32, -Og, float, 3.82496, 7, True
C, 32, -Og, float, 17.9778, 8, True
C, 32, -Og, float, 8.2239, 9, True
C, 32, -Og, float, 17.7868, 10, True
C, 32, -Og, float, 9.46589, 11, True
C, 32, -Og, float, 17.7598, 12, True
C, 32, -Og, float, 10.8319, 13, True
C, 32, -Og, float, 8.4939, 14, True
C, 32, -Og, float, 3.23296, 15, True
C, 32, -Og, float, 7.68691, 16, True
C, 32, -Og, float, 18.5698, 17, True
C, 32, -Og, float, 3.76896, 18, True
C, 32, -Og, float, 7.61391, 19, True
C, 32, -Og, float, 17.7828, 20, True
C, 32, -Og, float, 8.09991, 21, True
C, 32, -Og, float, 17.8098, 22, True
C, 32, -Og, float, 5.83893, 23, True
C, 32, -Og, float, 2.30697, 24, True
C, 32, -Og, float, 6.22193, 25, True
C, 32, -Og, float, 4.87794, 26, True
C, 32, -Og, float, 7.16092, 27, True
C, 32, -Og, float, 17.7428, 28, True
C, 32, -Og, float, 6.12193, 29, True
C, 32, -Og, float, 8.8239, 30, True
C, 32, -Og, float, 4.31195, 31, True
C, 32, -Og, float, 6.21293, 32, True
C, 32, -Og, float, 4.57595, 33, True
C, 32, -Og, float, 5.13994, 34, True
C, 32, -Og, float, 8.11191, 35, True
C, 32, -Og, float, 18.8758, 36, True
C, 32, -Og, float, 8.5869, 37, True
C, 32, -Og, float, 3.58096, 38, True
C, 32, -Og, float, 9.88389, 39, True
C, 32, -Og, float, 17.7858, 40, True
C, 32, -Og, float, 9.31789, 41, True
C, 32, -Og, float, 7.74191, 42, True
C, 32, -Og, float, 5.39294, 43, True
C, 32, -Og, float, 5.80393, 44, True
C, 32, -Og, float, 2.81097, 45, True
C, 32, -Og, float, 3.29496, 46, True
C, 32, -Og, float, 5.44294, 47, True
C, 32, -Og, float, 3.73696, 48, True
C, 32, -Og, float, 8.5079, 49, True
C, 32, -Og, float, 19.6248, 50, True
C, 32, -Og, float, 7.29692, 51, True
C, 32, -Og, float, 18.1988, 52, True
C, 32, -Og, float, 8.6509, 53, True
C, 32, -Og, float, 4.65395, 54, True
C, 32, -Og, float, 6.21493, 55, True
C, 32, -Og, float, 4.52895, 56, True
C, 32, -Og, float, 17.8318, 57, True
C, 32, -Og, float, 7.01892, 58, True
C, 32, -Og, float, 18.4118, 59, True
C, 32, -Og, float, 6.19693, 60, True
C, 32, -Og, float, 15.0748, 61, True
C, 32, -Og, float, 4.70495, 62, True
C, 32, -Og, float, 5.70493, 63, True
C, 32, -Og, float, 2.80797, 64, True
C, 32, -Og, float, 17.6628, 65, True
C, 32, -Og, float, 7.06892, 66, True
C, 32, -Og, float, 17.9348, 67, True
C, 32, -Og, float, 6.65492, 68, True
C, 32, -Og, float, 7.00092, 69, True
C, 32, -Og, float, 5.22994, 70, True
C, 32, -Og, float, 4.80195, 71, True
C, 32, -Og, float, 6.17193, 72, True
C, 32, -Og, float, 7.07192, 73, True
C, 32, -Og, float, 17.7598, 74, True
C, 32, -Og, float, 8.6249, 75, True
C, 32, -Og, float, 18.2278, 76, True
C, 32, -Og, float, 17.7418, 77, True
C, 32, -Og, float, 7.10292, 78, True
C, 32, -Og, float, 17.7978, 79, True
C, 32, -Og, float, 6.74292, 80, True
C, 32, -Og, float, 8.8879, 81, True
C, 32, -Og, float, 5.83393, 82, True
C, 32, -Og, float, 7.77291, 83, True
C, 32, -Og, float, 8.03591, 84, True
C, 32, -Og, float, 19.3958, 85, True
C, 32, -Og, float, 5.41994, 86, True
C, 32, -Og, float, 3.76296, 87, True
C, 32, -Og, float, 10.5559, 88, True
C, 32, -Og, float, 6.54793, 89, True
C, 32, -Og, float, 16.7528, 90, True
C, 32, -Og, float, 5.78193, 91, True
C, 32, -Og, float, 17.7758, 92, True
C, 32, -Og, float, 8.6779, 93, True
C, 32, -Og, float, 17.7438, 94, True
C, 32, -Og, float, 8.8109, 95, True
C, 32, -Og, float, 17.6468, 96, True
C, 32, -Og, float, 7.61891, 97, True
C, 32, -Og, float, 17.7328, 98, True
C, 32, -Og, float, 4.85694, 99, True
C, 32, -Og, float, 17.5528, 100, True
C, 32, -Og, float, 9.08589, 101, True
C, 1, -Og, float, 8.3219, 1, True
C, 1, -Og, float, 7.75191, 2, True
C, 1, -Og, float, 7.52491, 3, True
C, 1, -Og, float, 7.72391, 4, True
C, 1, -Og, float, 7.71091, 5, True
C, 1, -Og, float, 8.09291, 6, True
C, 1, -Og, float, 7.79591, 7, True
C, 1, -Og, float, 9.15789, 8, True
C, 1, -Og, float, 7.53791, 9, True
C, 1, -Og, float, 7.73091, 10, True
C, 1, -Og, float, 8.3439, 11, True
C, 1, -Og, float, 7.88491, 12, True
C, 1, -Og, float, 7.62591, 13, True
C, 1, -Og, float, 7.72991, 14, True
C, 1, -Og, float, 7.96491, 15, True
C, 1, -Og, float, 7.73891, 16, True
C, 1, -Og, float, 7.91091, 17, True
C, 1, -Og, float, 8.4659, 18, True
C, 1, -Og, float, 7.67491, 19, True
C, 1, -Og, float, 7.72391, 20, True
C, 1, -Og, float, 7.75491, 21, True
C, 1, -Og, float, 7.48691, 22, True
C, 1, -Og, float, 7.78291, 23, True
C, 1, -Og, float, 7.71291, 24, True
C, 1, -Og, float, 7.89191, 25, True
C, 1, -Og, float, 8.5919, 26, True
C, 1, -Og, float, 7.63891, 27, True
C, 1, -Og, float, 7.68791, 28, True
C, 1, -Og, float, 7.71991, 29, True
C, 1, -Og, float, 7.70491, 30, True
C, 1, -Og, float, 7.67891, 31, True
C, 1, -Og, float, 7.75691, 32, True
C, 1, -Og, float, 8.04591, 33, True
C, 1, -Og, float, 7.43591, 34, True
C, 1, -Og, float, 7.71691, 35, True
C, 1, -Og, float, 7.78291, 36, True
C, 1, -Og, float, 7.60291, 37, True
C, 1, -Og, float, 7.74391, 38, True
C, 1, -Og, float, 7.70491, 39, True
C, 1, -Og, float, 7.60891, 40, True
C, 1, -Og, float, 8.5699, 41, True
C, 1, -Og, float, 7.81291, 42, True
C, 1, -Og, float, 7.88191, 43, True
C, 1, -Og, float, 7.75491, 44, True
C, 1, -Og, float, 7.74691, 45, True
C, 1, -Og, float, 7.85791, 46, True
C, 1, -Og, float, 8.4969, 47, True
C, 1, -Og, float, 7.68691, 48, True
C, 1, -Og, float, 7.66191, 49, True
C, 1, -Og, float, 7.62791, 50, True
C, 1, -Og, float, 7.57891, 51, True
C, 1, -Og, float, 7.63091, 52, True
C, 1, -Og, float, 7.80591, 53, True
C, 1, -Og, float, 9.22689, 54, True
C, 1, -Og, float, 7.55091, 55, True
C, 1, -Og, float, 7.71591, 56, True
C, 1, -Og, float, 7.69091, 57, True
C, 1, -Og, float, 7.77591, 58, True
C, 1, -Og, float, 7.73291, 59, True
C, 1, -Og, float, 7.55591, 60, True
C, 1, -Og, float, 7.96091, 61, True
C, 1, -Og, float, 7.83791, 62, True
C, 1, -Og, float, 7.47291, 63, True
C, 1, -Og, float, 7.83191, 64, True
C, 1, -Og, float, 7.77991, 65, True
C, 1, -Og, float, 7.49091, 66, True
C, 1, -Og, float, 7.75191, 67, True
C, 1, -Og, float, 7.81091, 68, True
C, 1, -Og, float, 8.5839, 69, True
C, 1, -Og, float, 7.72891, 70, True
C, 1, -Og, float, 7.68891, 71, True
C, 1, -Og, float, 7.84591, 72, True
C, 1, -Og, float, 7.67891, 73, True
C, 1, -Og, float, 7.85791, 74, True
C, 1, -Og, float, 7.96391, 75, True
C, 1, -Og, float, 8.5249, 76, True
C, 1, -Og, float, 7.63091, 77, True
C, 1, -Og, float, 7.68291, 78, True
C, 1, -Og, float, 7.77491, 79, True
C, 1, -Og, float, 7.56991, 80, True
C, 1, -Og, float, 7.82391, 81, True
C, 1, -Og, float, 7.79091, 82, True
C, 1, -Og, float, 7.51591, 83, True
C, 1, -Og, float, 7.87291, 84, True
C, 1, -Og, float, 7.81391, 85, True
C, 1, -Og, float, 7.52991, 86, True
C, 1, -Og, float, 7.73091, 87, True
C, 1, -Og, float, 7.67591, 88, True
C, 1, -Og, float, 12.3429, 89, True
C, 1, -Og, float, 7.87991, 90, True
C, 1, -Og, float, 8.8059, 91, True
C, 1, -Og, float, 7.59491, 92, True
C, 1, -Og, float, 7.50891, 93, True
C, 1, -Og, float, 8.4979, 94, True
C, 1, -Og, float, 7.69991, 95, True
C, 1, -Og, float, 7.54591, 96, True
C, 1, -Og, float, 7.66991, 97, True
C, 1, -Og, float, 7.91291, 98, True
C, 1, -Og, float, 7.67591, 99, True
C, 1, -Og, float, 7.65991, 100, True
C, 1, -Og, float, 7.65991, 101, True
C, 0, -O0, float, 8.082907, 1, True
C, 0, -O0, float, 6.717922, 2, True
C, 0, -O0, float, 6.704923, 3, True
C, 0, -O0, float, 6.734922, 4, True
C, 0, -O0, float, 6.770922, 5, True
C, 0, -O0, float, 6.534924, 6, True
C, 0, -O0, float, 6.693923, 7, True
C, 0, -O0, float, 6.840921, 8, True
C, 0, -O0, float, 6.801921, 9, True
C, 0, -O0, float, 6.820922, 10, True
C, 0, -O0, float, 6.807922, 11, True
C, 0, -O0, float, 6.680923, 12, True
C, 0, -O0, float, 6.657923, 13, True
C, 0, -O0, float, 6.602924, 14, True
C, 0, -O0, float, 6.845921, 15, True
C, 0, -O0, float, 6.568924, 16, True
C, 0, -O0, float, 6.731922, 17, True
C, 0, -O0, float, 6.528925, 18, True
C, 0, -O0, float, 8.241905, 19, True
C, 0, -O0, float, 6.709922, 20, True
C, 0, -O0, float, 6.725923, 21, True
C, 0, -O0, float, 6.599923, 22, True
C, 0, -O0, float, 6.861920, 23, True
C, 0, -O0, float, 6.942920, 24, True
C, 0, -O0, float, 6.670923, 25, True
C, 0, -O0, float, 6.498924, 26, True
C, 0, -O0, float, 6.940919, 27, True
C, 0, -O0, float, 7.056919, 28, True
C, 0, -O0, float, 6.643923, 29, True
C, 0, -O0, float, 6.720922, 30, True
C, 0, -O0, float, 6.757922, 31, True
C, 0, -O0, float, 6.948920, 32, True
C, 0, -O0, float, 6.726922, 33, True
C, 0, -O0, float, 6.594924, 34, True
C, 0, -O0, float, 6.599924, 35, True
C, 0, -O0, float, 6.551925, 36, True
C, 0, -O0, float, 8.097906, 37, True
C, 0, -O0, float, 6.784921, 38, True
C, 0, -O0, float, 7.109918, 39, True
C, 0, -O0, float, 6.998919, 40, True
C, 0, -O0, float, 7.043918, 41, True
C, 0, -O0, float, 7.223917, 42, True
C, 0, -O0, float, 8.087906, 43, True
C, 0, -O0, float, 7.013919, 44, True
C, 0, -O0, float, 6.973919, 45, True
C, 0, -O0, float, 6.936920, 46, True
C, 0, -O0, float, 6.693922, 47, True
C, 0, -O0, float, 6.935919, 48, True
C, 0, -O0, float, 7.188917, 49, True
C, 0, -O0, float, 8.205905, 50, True
C, 0, -O0, float, 6.869921, 51, True
C, 0, -O0, float, 6.907920, 52, True
C, 0, -O0, float, 6.864921, 53, True
C, 0, -O0, float, 6.777922, 54, True
C, 0, -O0, float, 6.995919, 55, True
C, 0, -O0, float, 6.968919, 56, True
C, 0, -O0, float, 6.893920, 57, True
C, 0, -O0, float, 6.782922, 58, True
C, 0, -O0, float, 6.934920, 59, True
C, 0, -O0, float, 7.088918, 60, True
C, 0, -O0, float, 6.937919, 61, True
C, 0, -O0, float, 7.104918, 62, True
C, 0, -O0, float, 6.875920, 63, True
C, 0, -O0, float, 6.830921, 64, True
C, 0, -O0, float, 7.007919, 65, True
C, 0, -O0, float, 6.914920, 66, True
C, 0, -O0, float, 6.936920, 67, True
C, 0, -O0, float, 6.755922, 68, True
C, 0, -O0, float, 6.935920, 69, True
C, 0, -O0, float, 6.804921, 70, True
C, 0, -O0, float, 8.319903, 71, True
C, 0, -O0, float, 7.099918, 72, True
C, 0, -O0, float, 6.761922, 73, True
C, 0, -O0, float, 6.869920, 74, True
C, 0, -O0, float, 6.973919, 75, True
C, 0, -O0, float, 7.024919, 76, True
C, 0, -O0, float, 7.126917, 77, True
C, 0, -O0, float, 7.729911, 78, True
C, 0, -O0, float, 7.023919, 79, True
C, 0, -O0, float, 6.908921, 80, True
C, 0, -O0, float, 6.988919, 81, True
C, 0, -O0, float, 6.906920, 82, True
C, 0, -O0, float, 6.943920, 83, True
C, 0, -O0, float, 6.960919, 84, True
C, 0, -O0, float, 6.914920, 85, True
C, 0, -O0, float, 6.888920, 86, True
C, 0, -O0, float, 6.704923, 87, True
C, 0, -O0, float, 6.926920, 88, True
C, 0, -O0, float, 6.744922, 89, True
C, 0, -O0, float, 7.099918, 90, True
C, 0, -O0, float, 6.880920, 91, True
C, 0, -O0, float, 7.970908, 92, True
C, 0, -O0, float, 6.927920, 93, True
C, 0, -O0, float, 6.741922, 94, True
C, 0, -O0, float, 7.372915, 95, True
C, 0, -O0, float, 6.687923, 96, True
C, 0, -O0, float, 6.952920, 97, True
C, 0, -O0, float, 7.156917, 98, True
C, 0, -O0, float, 8.424903, 99, True
C, 0, -O0, float, 6.951920, 100, True
C, 0, -O0, float, 6.886921, 101, True
C, 2, -O0, float, 9.54789, 1, True
C, 2, -O0, float, 9.49089, 2, True
C, 2, -O0, float, 9.58989, 3, True
C, 2, -O0, float, 9.0139, 4, True
C, 2, -O0, float, 8.9749, 5, True
C, 2, -O0, float, 9.13989, 6, True
C, 2, -O0, float, 9.26289, 7, True
C, 2, -O0, float, 9.47289, 8, True
C, 2, -O0, float, 9.40689, 9, True
C, 2, -O0, float, 9.23889, 10, True
C, 2, -O0, float, 9.1229, 11, True
C, 2, -O0, float, 8.8049, 12, True
C, 2, -O0, float, 9.0569, 13, True
C, 2, -O0, float, 9.28289, 14, True
C, 2, -O0, float, 8.8969, 15, True
C, 2, -O0, float, 9.22389, 16, True
C, 2, -O0, float, 9.57889, 17, True
C, 2, -O0, float, 9.38789, 18, True
C, 2, -O0, float, 9.26689, 19, True
C, 2, -O0, float, 9.18089, 20, True
C, 2, -O0, float, 8.9609, 21, True
C, 2, -O0, float, 8.9799, 22, True
C, 2, -O0, float, 9.05689, 23, True
C, 2, -O0, float, 9.77889, 24, True
C, 2, -O0, float, 9.1129, 25, True
C, 2, -O0, float, 9.63589, 26, True
C, 2, -O0, float, 9.46189, 27, True
C, 2, -O0, float, 8.9019, 28, True
C, 2, -O0, float, 9.0909, 29, True
C, 2, -O0, float, 9.0369, 30, True
C, 2, -O0, float, 8.9229, 31, True
C, 2, -O0, float, 9.18689, 32, True
C, 2, -O0, float, 9.18489, 33, True
C, 2, -O0, float, 9.42389, 34, True
C, 2, -O0, float, 9.53389, 35, True
C, 2, -O0, float, 9.50789, 36, True
C, 2, -O0, float, 9.0789, 37, True
C, 2, -O0, float, 9.1049, 38, True
C, 2, -O0, float, 8.9819, 39, True
C, 2, -O0, float, 9.0239, 40, True
C, 2, -O0, float, 9.20289, 41, True
C, 2, -O0, float, 8.9999, 42, True
C, 2, -O0, float, 9.63889, 43, True
C, 2, -O0, float, 9.61889, 44, True
C, 2, -O0, float, 8.9429, 45, True
C, 2, -O0, float, 9.03489, 46, True
C, 2, -O0, float, 9.05389, 47, True
C, 2, -O0, float, 9.0029, 48, True
C, 2, -O0, float, 9.0139, 49, True
C, 2, -O0, float, 8.9079, 50, True
C, 2, -O0, float, 9.34489, 51, True
C, 2, -O0, float, 9.74289, 52, True
C, 2, -O0, float, 9.22989, 53, True
C, 2, -O0, float, 9.0829, 54, True
C, 2, -O0, float, 9.0599, 55, True
C, 2, -O0, float, 9.16089, 56, True
C, 2, -O0, float, 9.0049, 57, True
C, 2, -O0, float, 9.51989, 58, True
C, 2, -O0, float, 9.07589, 59, True
C, 2, -O0, float, 9.26789, 60, True
C, 2, -O0, float, 9.80789, 61, True
C, 2, -O0, float, 9.56289, 62, True
C, 2, -O0, float, 9.1029, 63, True
C, 2, -O0, float, 9.05589, 64, True
C, 2, -O0, float, 9.99988, 65, True
C, 2, -O0, float, 9.42689, 66, True
C, 2, -O0, float, 9.1129, 67, True
C, 2, -O0, float, 9.0249, 68, True
C, 2, -O0, float, 9.16489, 69, True
C, 2, -O0, float, 9.88689, 70, True
C, 2, -O0, float, 9.0679, 71, True
C, 2, -O0, float, 8.8619, 72, True
C, 2, -O0, float, 9.09189, 73, True
C, 2, -O0, float, 9.1219, 74, True
C, 2, -O0, float, 9.54989, 75, True
C, 2, -O0, float, 9.0229, 76, True
C, 2, -O0, float, 9.21889, 77, True
C, 2, -O0, float, 9.37789, 78, True
C, 2, -O0, float, 9.70789, 79, True
C, 2, -O0, float, 9.46789, 80, True
C, 2, -O0, float, 9.0749, 81, True
C, 2, -O0, float, 9.30089, 82, True
C, 2, -O0, float, 8.8619, 83, True
C, 2, -O0, float, 8.9229, 84, True
C, 2, -O0, float, 9.77489, 85, True
C, 2, -O0, float, 8.7749, 86, True
C, 2, -O0, float, 9.38389, 87, True
C, 2, -O0, float, 9.58089, 88, True
C, 2, -O0, float, 9.0289, 89, True
C, 2, -O0, float, 9.0179, 90, True
C, 2, -O0, float, 9.0189, 91, True
C, 2, -O0, float, 9.17189, 92, True
C, 2, -O0, float, 9.0189, 93, True
C, 2, -O0, float, 8.7059, 94, True
C, 2, -O0, float, 9.24889, 95, True
C, 2, -O0, float, 9.89389, 96, True
C, 2, -O0, float, 9.80989, 97, True
C, 2, -O0, float, 8.9309, 98, True
C, 2, -O0, float, 8.8399, 99, True
C, 2, -O0, float, 8.7529, 100, True
C, 2, -O0, float, 8.8899, 101, True
C, 4, -O0, float, 10.0869, 1, True
C, 4, -O0, float, 9.81289, 2, True
C, 4, -O0, float, 11.6209, 3, True
C, 4, -O0, float, 9.65089, 4, True
C, 4, -O0, float, 9.69489, 5, True
C, 4, -O0, float, 9.64989, 6, True
C, 4, -O0, float, 9.56489, 7, True
C, 4, -O0, float, 9.73789, 8, True
C, 4, -O0, float, 9.54289, 9, True
C, 4, -O0, float, 9.57989, 10, True
C, 4, -O0, float, 9.69689, 11, True
C, 4, -O0, float, 9.80189, 12, True
C, 4, -O0, float, 11.1879, 13, True
C, 4, -O0, float, 9.68189, 14, True
C, 4, -O0, float, 9.65089, 15, True
C, 4, -O0, float, 9.76389, 16, True
C, 4, -O0, float, 9.44889, 17, True
C, 4, -O0, float, 10.0319, 18, True
C, 4, -O0, float, 9.64189, 19, True
C, 4, -O0, float, 9.59189, 20, True
C, 4, -O0, float, 9.63589, 21, True
C, 4, -O0, float, 10.2699, 22, True
C, 4, -O0, float, 10.0179, 23, True
C, 4, -O0, float, 9.77989, 24, True
C, 4, -O0, float, 10.5529, 25, True
C, 4, -O0, float, 9.53089, 26, True
C, 4, -O0, float, 9.63589, 27, True
C, 4, -O0, float, 9.72089, 28, True
C, 4, -O0, float, 9.84489, 29, True
C, 4, -O0, float, 9.53389, 30, True
C, 4, -O0, float, 9.46589, 31, True
C, 4, -O0, float, 9.85889, 32, True
C, 4, -O0, float, 11.4549, 33, True
C, 4, -O0, float, 9.59689, 34, True
C, 4, -O0, float, 9.66189, 35, True
C, 4, -O0, float, 9.59589, 36, True
C, 4, -O0, float, 11.7439, 37, True
C, 4, -O0, float, 10.1959, 38, True
C, 4, -O0, float, 9.50789, 39, True
C, 4, -O0, float, 9.62389, 40, True
C, 4, -O0, float, 9.87689, 41, True
C, 4, -O0, float, 9.94789, 42, True
C, 4, -O0, float, 11.4209, 43, True
C, 4, -O0, float, 9.73089, 44, True
C, 4, -O0, float, 9.68589, 45, True
C, 4, -O0, float, 9.69489, 46, True
C, 4, -O0, float, 9.64389, 47, True
C, 4, -O0, float, 9.61589, 48, True
C, 4, -O0, float, 9.81789, 49, True
C, 4, -O0, float, 9.60589, 50, True
C, 4, -O0, float, 9.66289, 51, True
C, 4, -O0, float, 9.88789, 52, True
C, 4, -O0, float, 11.0329, 53, True
C, 4, -O0, float, 10.9099, 54, True
C, 4, -O0, float, 9.82889, 55, True
C, 4, -O0, float, 10.3899, 56, True
C, 4, -O0, float, 9.78289, 57, True
C, 4, -O0, float, 9.79189, 58, True
C, 4, -O0, float, 9.70989, 59, True
C, 4, -O0, float, 9.65789, 60, True
C, 4, -O0, float, 9.86089, 61, True
C, 4, -O0, float, 9.86289, 62, True
C, 4, -O0, float, 10.1769, 63, True
C, 4, -O0, float, 10.3809, 64, True
C, 4, -O0, float, 10.9009, 65, True
C, 4, -O0, float, 9.61589, 66, True
C, 4, -O0, float, 9.80089, 67, True
C, 4, -O0, float, 9.64289, 68, True
C, 4, -O0, float, 9.43189, 69, True
C, 4, -O0, float, 9.84989, 70, True
C, 4, -O0, float, 9.59489, 71, True
C, 4, -O0, float, 9.89589, 72, True
C, 4, -O0, float, 9.58389, 73, True
C, 4, -O0, float, 9.85289, 74, True
C, 4, -O0, float, 11.1909, 75, True
C, 4, -O0, float, 9.66689, 76, True
C, 4, -O0, float, 9.64989, 77, True
C, 4, -O0, float, 9.59689, 78, True
C, 4, -O0, float, 9.66589, 79, True
C, 4, -O0, float, 9.77089, 80, True
C, 4, -O0, float, 9.59689, 81, True
C, 4, -O0, float, 9.72189, 82, True
C, 4, -O0, float, 9.61689, 83, True
C, 4, -O0, float, 9.88589, 84, True
C, 4, -O0, float, 11.1539, 85, True
C, 4, -O0, float, 9.62489, 86, True
C, 4, -O0, float, 10.4129, 87, True
C, 4, -O0, float, 9.66489, 88, True
C, 4, -O0, float, 9.76089, 89, True
C, 4, -O0, float, 9.56989, 90, True
C, 4, -O0, float, 9.63889, 91, True
C, 4, -O0, float, 9.53989, 92, True
C, 4, -O0, float, 9.57589, 93, True
C, 4, -O0, float, 9.67689, 94, True
C, 4, -O0, float, 10.0399, 95, True
C, 4, -O0, float, 10.8879, 96, True
C, 4, -O0, float, 9.68489, 97, True
C, 4, -O0, float, 9.87489, 98, True
C, 4, -O0, float, 9.85789, 99, True
C, 4, -O0, float, 9.80489, 100, True
C, 4, -O0, float, 9.76789, 101, True
C, 8, -O0, float, 11.9809, 1, True
C, 8, -O0, float, 11.1689, 2, True
C, 8, -O0, float, 10.7469, 3, True
C, 8, -O0, float, 10.8069, 4, True
C, 8, -O0, float, 11.1629, 5, True
C, 8, -O0, float, 11.5699, 6, True
C, 8, -O0, float, 10.8109, 7, True
C, 8, -O0, float, 10.9099, 8, True
C, 8, -O0, float, 11.1589, 9, True
C, 8, -O0, float, 10.8499, 10, True
C, 8, -O0, float, 10.9489, 11, True
C, 8, -O0, float, 11.9159, 12, True
C, 8, -O0, float, 10.9609, 13, True
C, 8, -O0, float, 11.0169, 14, True
C, 8, -O0, float, 10.7999, 15, True
C, 8, -O0, float, 10.7809, 16, True
C, 8, -O0, float, 10.7439, 17, True
C, 8, -O0, float, 11.2629, 18, True
C, 8, -O0, float, 12.2559, 19, True
C, 8, -O0, float, 11.1949, 20, True
C, 8, -O0, float, 10.7859, 21, True
C, 8, -O0, float, 10.8609, 22, True
C, 8, -O0, float, 11.0719, 23, True
C, 8, -O0, float, 11.2379, 24, True
C, 8, -O0, float, 11.8399, 25, True
C, 8, -O0, float, 11.3809, 26, True
C, 8, -O0, float, 10.7939, 27, True
C, 8, -O0, float, 10.7759, 28, True
C, 8, -O0, float, 10.8409, 29, True
C, 8, -O0, float, 10.8359, 30, True
C, 8, -O0, float, 11.3839, 31, True
C, 8, -O0, float, 10.8939, 32, True
C, 8, -O0, float, 10.8009, 33, True
C, 8, -O0, float, 11.0009, 34, True
C, 8, -O0, float, 10.8089, 35, True
C, 8, -O0, float, 10.9899, 36, True
C, 8, -O0, float, 11.3089, 37, True
C, 8, -O0, float, 11.2529, 38, True
C, 8, -O0, float, 11.5459, 39, True
C, 8, -O0, float, 11.4449, 40, True
C, 8, -O0, float, 12.4979, 41, True
C, 8, -O0, float, 12.2059, 42, True
C, 8, -O0, float, 11.0149, 43, True
C, 8, -O0, float, 11.4149, 44, True
C, 8, -O0, float, 11.2199, 45, True
C, 8, -O0, float, 11.6419, 46, True
C, 8, -O0, float, 10.9579, 47, True
C, 8, -O0, float, 11.1539, 48, True
C, 8, -O0, float, 11.2329, 49, True
C, 8, -O0, float, 11.1519, 50, True
